
time;gFx;gFy;gFz;ax;ay;az;wx;wy;wz;p;Bx;By;Bz;
19:08:12:237;0,0362;-0,9376;0,1847;-0,0042;0,4121;-0,1551;0,0031;0,0000;-0,0018;987,7717;-23,6400;41,2200;-13,4400;
19:08:12:247;0,0362;-0,9376;0,1847;-0,0042;0,4121;-0,1551;-0,0037;-0,0031;0,0000;987,7717;-23,6400;41,2200;-13,4400;
19:08:12:256;0,0362;-0,9376;0,1847;-0,0042;0,4121;-0,1551;0,0000;-0,0018;-0,0049;987,7717;-23,6400;41,2200;-13,4400;
19:08:12:267;0,0362;-0,9376;0,1847;-0,0042;0,4121;-0,1551;0,0000;-0,0012;-0,0006;987,7717;-23,6400;41,2200;-13,4400;
19:08:12:276;0,0362;-0,9376;0,1847;-0,0042;0,4121;-0,1551;-0,0037;-0,0073;-0,0024;987,7717;-23,6400;41,2200;-13,4400;
19:08:12:287;0,0362;-0,9376;0,1847;-0,0042;0,4121;-0,1551;-0,0171;0,0024;0,0012;987,7717;-23,6400;41,2200;-13,4400;
19:08:12:297;0,0362;-0,9376;0,1847;-0,0042;0,4121;-0,1551;-0,0024;0,0067;0,0024;987,7717;-23,6400;41,2200;-13,4400;
19:08:12:308;0,0362;-0,9376;0,1847;-0,0042;0,4121;-0,1551;-0,0024;0,0067;0,0024;987,7717;-23,6400;41,1000;-13,4400;
19:08:12:310;0,0362;-0,9376;0,1847;-0,0042;0,4121;-0,1551;-0,0024;0,0067;0,0024;987,7666;-23,6400;41,1000;-13,4400;
19:08:12:311;0,0362;-0,9376;0,1847;-0,0042;0,4121;-0,1551;-0,0086;0,0018;0,0000;987,7666;-23,6400;41,1000;-13,4400;
19:08:12:313;0,0310;-0,9567;0,1972;-0,0042;0,4121;-0,1551;-0,0086;0,0018;0,0000;987,7666;-23,6400;41,1000;-13,4400;
19:08:12:314;0,0310;-0,9567;0,1972;-0,0469;0,2259;-0,0316;-0,0086;0,0018;0,0000;987,7666;-23,6400;41,1000;-13,4400;
19:08:12:316;0,0310;-0,9567;0,1972;-0,0469;0,2259;-0,0316;-0,0086;0,0018;0,0000;987,7666;-23,6400;41,1000;-13,4400;
19:08:12:317;0,0310;-0,9567;0,1972;-0,0469;0,2259;-0,0316;-0,0067;0,0024;-0,0006;987,7666;-23,6400;41,1000;-13,4400;
19:08:12:327;0,0310;-0,9567;0,1972;-0,0469;0,2259;-0,0316;-0,0055;0,0018;0,0037;987,7666;-23,6400;41,1000;-13,4400;
19:08:12:337;0,0310;-0,9567;0,1972;-0,0469;0,2259;-0,0316;0,0006;-0,0037;0,0006;987,7666;-23,6400;41,1000;-13,4400;
19:08:12:347;0,0310;-0,9567;0,1972;-0,0469;0,2259;-0,0316;0,0049;0,0006;-0,0012;987,7666;-23,6400;41,1000;-13,4400;
19:08:12:357;0,0310;-0,9567;0,1972;-0,0469;0,2259;-0,0316;-0,0073;-0,0037;-0,0018;987,7666;-23,6400;41,1000;-13,4400;
19:08:12:367;0,0310;-0,9567;0,1972;-0,0469;0,2259;-0,0316;-0,0037;-0,0037;0,0000;987,7666;-23,6400;41,1000;-13,4400;
19:08:12:376;0,0310;-0,9567;0,1972;-0,0469;0,2259;-0,0316;0,0134;-0,0024;-0,0006;987,7666;-23,6400;41,1000;-13,4400;
19:08:12:387;0,0310;-0,9567;0,1972;-0,0469;0,2259;-0,0316;0,0012;-0,0067;-0,0037;987,7666;-23,6400;41,1000;-13,4400;
19:08:12:397;0,0310;-0,9567;0,1972;-0,0469;0,2259;-0,0316;-0,0018;0,0006;-0,0037;987,7666;-23,6400;41,1000;-13,4400;
19:08:12:407;0,0310;-0,9567;0,1972;-0,0469;0,2259;-0,0316;-0,0018;-0,0073;-0,0006;987,7666;-23,6400;41,1000;-13,4400;
19:08:12:416;0,0310;-0,9567;0,1972;-0,0469;0,2259;-0,0316;0,0049;-0,0049;-0,0006;987,7666;-23,6400;41,1000;-13,4400;
19:08:12:427;0,0310;-0,9567;0,1972;-0,0469;0,2259;-0,0316;0,0043;-0,0067;0,0006;987,7666;-23,6400;41,1000;-13,4400;
19:08:12:437;0,0310;-0,9567;0,1972;-0,0469;0,2259;-0,0316;-0,0104;-0,0031;0,0000;987,7666;-23,6400;41,1000;-13,4400;
19:08:12:447;0,0310;-0,9567;0,1972;-0,0469;0,2259;-0,0316;-0,0073;0,0000;-0,0037;987,7666;-23,6400;41,1000;-13,4400;
19:08:12:457;0,0310;-0,9567;0,1972;-0,0469;0,2259;-0,0316;-0,0024;-0,0024;0,0006;987,7666;-23,6400;41,1000;-13,4400;
19:08:12:467;0,0310;-0,9567;0,1972;-0,0469;0,2259;-0,0316;0,0018;-0,0018;-0,0012;987,7666;-23,6400;41,1000;-13,4400;
19:08:12:477;0,0310;-0,9567;0,1972;-0,0469;0,2259;-0,0316;-0,0006;-0,0055;0,0012;987,7666;-23,6400;41,1000;-13,4400;
19:08:12:489;0,0310;-0,9567;0,1972;-0,0469;0,2259;-0,0316;-0,0006;-0,0055;0,0012;987,7666;-23,8200;41,1600;-13,3800;
19:08:12:490;0,0310;-0,9567;0,1972;-0,0469;0,2259;-0,0316;-0,0006;-0,0055;0,0012;987,7717;-23,8200;41,1600;-13,3800;
19:08:12:492;0,0310;-0,9567;0,1972;-0,0469;0,2259;-0,0316;-0,0037;-0,0055;0,0024;987,7717;-23,8200;41,1600;-13,3800;
19:08:12:493;0,0327;-0,9626;0,2204;-0,0469;0,2259;-0,0316;-0,0037;-0,0055;0,0024;987,7717;-23,8200;41,1600;-13,3800;
19:08:12:494;0,0327;-0,9626;0,2204;-0,0210;0,1563;0,1355;-0,0037;-0,0055;0,0024;987,7717;-23,8200;41,1600;-13,3800;
19:08:12:496;0,0327;-0,9626;0,2204;-0,0210;0,1563;0,1355;-0,0037;-0,0055;0,0024;987,7717;-23,8200;41,1600;-13,3800;
19:08:12:498;0,0327;-0,9626;0,2204;-0,0210;0,1563;0,1355;-0,0012;0,0018;0,0006;987,7717;-23,8200;41,1600;-13,3800;
19:08:12:507;0,0327;-0,9626;0,2204;-0,0210;0,1563;0,1355;0,0024;-0,0049;0,0012;987,7717;-23,8200;41,1600;-13,3800;
19:08:12:517;0,0327;-0,9626;0,2204;-0,0210;0,1563;0,1355;-0,0049;0,0018;0,0049;987,7717;-23,8200;41,1600;-13,3800;
19:08:12:527;0,0327;-0,9626;0,2204;-0,0210;0,1563;0,1355;-0,0012;-0,0043;0,0000;987,7717;-23,8200;41,1600;-13,3800;
19:08:12:536;0,0327;-0,9626;0,2204;-0,0210;0,1563;0,1355;0,0055;0,0043;0,0024;987,7717;-23,8200;41,1600;-13,3800;
19:08:12:547;0,0327;-0,9626;0,2204;-0,0210;0,1563;0,1355;0,0073;-0,0055;-0,0079;987,7717;-23,8200;41,1600;-13,3800;
19:08:12:557;0,0327;-0,9626;0,2204;-0,0210;0,1563;0,1355;0,0110;-0,0031;-0,0012;987,7717;-23,8200;41,1600;-13,3800;
19:08:12:567;0,0327;-0,9626;0,2204;-0,0210;0,1563;0,1355;0,0037;-0,0012;0,0031;987,7717;-23,8200;41,1600;-13,3800;
19:08:12:577;0,0327;-0,9626;0,2204;-0,0210;0,1563;0,1355;0,0098;0,0024;-0,0018;987,7717;-23,8200;41,1600;-13,3800;
19:08:12:587;0,0327;-0,9626;0,2204;-0,0210;0,1563;0,1355;0,0159;0,0031;0,0037;987,7717;-23,8200;41,1600;-13,3800;
19:08:12:596;0,0327;-0,9626;0,2204;-0,0210;0,1563;0,1355;0,0165;-0,0116;-0,0012;987,7717;-23,8200;41,1600;-13,3800;
19:08:12:607;0,0327;-0,9626;0,2204;-0,0210;0,1563;0,1355;0,0018;-0,0092;0,0012;987,7717;-23,8200;41,1600;-13,3800;
19:08:12:616;0,0327;-0,9626;0,2204;-0,0210;0,1563;0,1355;0,0000;0,0079;-0,0024;987,7717;-23,8200;41,1600;-13,3800;
19:08:12:626;0,0327;-0,9626;0,2204;-0,0210;0,1563;0,1355;-0,0012;0,0043;0,0000;987,7717;-23,8200;41,1600;-13,3800;
19:08:12:636;0,0327;-0,9626;0,2204;-0,0210;0,1563;0,1355;-0,0018;-0,0086;-0,0018;987,7717;-23,8200;41,1600;-13,3800;
19:08:12:647;0,0327;-0,9626;0,2204;-0,0210;0,1563;0,1355;-0,0018;-0,0018;-0,0018;987,7717;-23,8200;41,1600;-13,3800;
19:08:12:657;0,0327;-0,9626;0,2204;-0,0210;0,1563;0,1355;-0,0018;-0,0006;-0,0018;987,7717;-23,8200;41,1600;-13,3800;
19:08:12:669;0,0327;-0,9626;0,2204;-0,0210;0,1563;0,1355;-0,0018;-0,0006;-0,0018;987,7717;-24,3000;41,3400;-13,6200;
19:08:12:670;0,0327;-0,9626;0,2204;-0,0210;0,1563;0,1355;-0,0018;-0,0006;-0,0018;987,7683;-24,3000;41,3400;-13,6200;
19:08:12:671;0,0327;-0,9626;0,2204;-0,0210;0,1563;0,1355;0,0043;0,0006;0,0018;987,7683;-24,3000;41,3400;-13,6200;
19:08:12:672;0,0428;-0,9728;0,2157;-0,0210;0,1563;0,1355;0,0043;0,0006;0,0018;987,7683;-24,3000;41,3400;-13,6200;
19:08:12:673;0,0428;-0,9728;0,2157;0,0605;0,0488;0,0606;0,0043;0,0006;0,0018;987,7683;-24,3000;41,3400;-13,6200;
19:08:12:674;0,0428;-0,9728;0,2157;0,0605;0,0488;0,0606;0,0043;0,0006;0,0018;987,7683;-24,3000;41,3400;-13,6200;
19:08:12:677;0,0428;-0,9728;0,2157;0,0605;0,0488;0,0606;0,0018;-0,0092;-0,0024;987,7683;-24,3000;41,3400;-13,6200;
19:08:12:688;0,0428;-0,9728;0,2157;0,0605;0,0488;0,0606;0,0006;-0,0018;-0,0037;987,7683;-24,3000;41,3400;-13,6200;
19:08:12:698;0,0428;-0,9728;0,2157;0,0605;0,0488;0,0606;-0,0043;-0,0049;-0,0012;987,7683;-24,3000;41,3400;-13,6200;
19:08:12:708;0,0428;-0,9728;0,2157;0,0605;0,0488;0,0606;0,0037;0,0061;0,0012;987,7683;-24,3000;41,3400;-13,6200;
19:08:12:718;0,0428;-0,9728;0,2157;0,0605;0,0488;0,0606;-0,0031;-0,0018;0,0018;987,7683;-24,3000;41,3400;-13,6200;
19:08:12:728;0,0428;-0,9728;0,2157;0,0605;0,0488;0,0606;0,0043;0,0031;-0,0024;987,7683;-24,3000;41,3400;-13,6200;
19:08:12:738;0,0428;-0,9728;0,2157;0,0605;0,0488;0,0606;0,0055;-0,0037;0,0049;987,7683;-24,3000;41,3400;-13,6200;
19:08:12:748;0,0428;-0,9728;0,2157;0,0605;0,0488;0,0606;0,0098;-0,0037;-0,0031;987,7683;-24,3000;41,3400;-13,6200;
19:08:12:758;0,0428;-0,9728;0,2157;0,0605;0,0488;0,0606;-0,0018;-0,0055;-0,0043;987,7683;-24,3000;41,3400;-13,6200;
19:08:12:768;0,0428;-0,9728;0,2157;0,0605;0,0488;0,0606;0,0092;-0,0043;0,0024;987,7683;-24,3000;41,3400;-13,6200;
19:08:12:777;0,0428;-0,9728;0,2157;0,0605;0,0488;0,0606;0,0153;-0,0024;-0,0043;987,7683;-24,3000;41,3400;-13,6200;
19:08:12:788;0,0428;-0,9728;0,2157;0,0605;0,0488;0,0606;-0,0024;0,0006;-0,0006;987,7683;-24,3000;41,3400;-13,6200;
19:08:12:798;0,0428;-0,9728;0,2157;0,0605;0,0488;0,0606;-0,0006;0,0049;-0,0006;987,7683;-24,3000;41,3400;-13,6200;
19:08:12:808;0,0428;-0,9728;0,2157;0,0605;0,0488;0,0606;-0,0073;-0,0061;-0,0037;987,7683;-24,3000;41,3400;-13,6200;
19:08:12:818;0,0428;-0,9728;0,2157;0,0605;0,0488;0,0606;0,0110;-0,0012;0,0024;987,7683;-24,3000;41,3400;-13,6200;
19:08:12:829;0,0428;-0,9728;0,2157;0,0605;0,0488;0,0606;0,0006;-0,0067;0,0037;987,7683;-24,3000;41,3400;-13,6200;
19:08:12:838;0,0428;-0,9728;0,2157;0,0605;0,0488;0,0606;-0,0055;0,0037;0,0000;987,7683;-24,3000;41,3400;-13,6200;
19:08:12:849;0,0428;-0,9728;0,2157;0,0605;0,0488;0,0606;-0,0055;0,0037;0,0000;987,7683;-24,2400;40,8600;-14,1000;
19:08:12:851;0,0428;-0,9728;0,2157;0,0605;0,0488;0,0606;-0,0055;0,0037;0,0000;987,7766;-24,2400;40,8600;-14,1000;
19:08:12:852;0,0428;-0,9728;0,2157;0,0605;0,0488;0,0606;0,0012;0,0043;0,0024;987,7766;-24,2400;40,8600;-14,1000;
19:08:12:854;0,0489;-0,9777;0,2152;0,0605;0,0488;0,0606;0,0012;0,0043;0,0024;987,7766;-24,2400;40,8600;-14,1000;
19:08:12:855;0,0489;-0,9777;0,2152;0,0907;-0,0038;0,0393;0,0012;0,0043;0,0024;987,7766;-24,2400;40,8600;-14,1000;
19:08:12:857;0,0489;-0,9777;0,2152;0,0907;-0,0038;0,0393;0,0012;0,0043;0,0024;987,7766;-24,2400;40,8600;-14,1000;
19:08:12:858;0,0489;-0,9777;0,2152;0,0907;-0,0038;0,0393;-0,0092;-0,0006;-0,0012;987,7766;-24,2400;40,8600;-14,1000;
19:08:12:868;0,0489;-0,9777;0,2152;0,0907;-0,0038;0,0393;-0,0104;-0,0037;0,0037;987,7766;-24,2400;40,8600;-14,1000;
19:08:12:878;0,0489;-0,9777;0,2152;0,0907;-0,0038;0,0393;0,0067;-0,0037;0,0000;987,7766;-24,2400;40,8600;-14,1000;
19:08:12:888;0,0489;-0,9777;0,2152;0,0907;-0,0038;0,0393;0,0055;-0,0024;0,0000;987,7766;-24,2400;40,8600;-14,1000;
19:08:12:898;0,0489;-0,9777;0,2152;0,0907;-0,0038;0,0393;-0,0116;0,0024;0,0006;987,7766;-24,2400;40,8600;-14,1000;
19:08:12:908;0,0489;-0,9777;0,2152;0,0907;-0,0038;0,0393;-0,0067;0,0024;0,0018;987,7766;-24,2400;40,8600;-14,1000;
19:08:12:917;0,0489;-0,9777;0,2152;0,0907;-0,0038;0,0393;-0,0037;0,0055;-0,0086;987,7766;-24,2400;40,8600;-14,1000;
19:08:12:928;0,0489;-0,9777;0,2152;0,0907;-0,0038;0,0393;-0,0031;-0,0037;-0,0006;987,7766;-24,2400;40,8600;-14,1000;
19:08:12:938;0,0489;-0,9777;0,2152;0,0907;-0,0038;0,0393;0,0159;-0,0024;0,0012;987,7766;-24,2400;40,8600;-14,1000;
19:08:12:948;0,0489;-0,9777;0,2152;0,0907;-0,0038;0,0393;-0,0037;-0,0006;-0,0018;987,7766;-24,2400;40,8600;-14,1000;
19:08:12:958;0,0489;-0,9777;0,2152;0,0907;-0,0038;0,0393;-0,0098;0,0006;0,0000;987,7766;-24,2400;40,8600;-14,1000;
19:08:12:968;0,0489;-0,9777;0,2152;0,0907;-0,0038;0,0393;0,0098;-0,0043;0,0024;987,7766;-24,2400;40,8600;-14,1000;
19:08:12:978;0,0489;-0,9777;0,2152;0,0907;-0,0038;0,0393;0,0006;-0,0024;-0,0049;987,7766;-24,2400;40,8600;-14,1000;
19:08:12:988;0,0489;-0,9777;0,2152;0,0907;-0,0038;0,0393;-0,0104;0,0043;0,0037;987,7766;-24,2400;40,8600;-14,1000;
19:08:12:998;0,0489;-0,9777;0,2152;0,0907;-0,0038;0,0393;-0,0165;0,0031;0,0000;987,7766;-24,2400;40,8600;-14,1000;
19:08:13:008;0,0489;-0,9777;0,2152;0,0907;-0,0038;0,0393;-0,0012;-0,0018;-0,0031;987,7766;-24,2400;40,8600;-14,1000;
19:08:13:018;0,0489;-0,9777;0,2152;0,0907;-0,0038;0,0393;0,0098;-0,0067;0,0024;987,7766;-24,2400;40,8600;-14,1000;
19:08:13:029;0,0489;-0,9777;0,2152;0,0907;-0,0038;0,0393;0,0098;-0,0067;0,0024;987,7766;-24,3000;40,9200;-14,2200;
19:08:13:031;0,0489;-0,9777;0,2152;0,0907;-0,0038;0,0393;0,0098;-0,0067;0,0024;987,7852;-24,3000;40,9200;-14,2200;
19:08:13:032;0,0489;-0,9777;0,2152;0,0907;-0,0038;0,0393;-0,0012;-0,0049;0,0000;987,7852;-24,3000;40,9200;-14,2200;
19:08:13:034;0,0303;-0,9569;0,2387;0,0907;-0,0038;0,0393;-0,0012;-0,0049;0,0000;987,7852;-24,3000;40,9200;-14,2200;
19:08:13:035;0,0303;-0,9569;0,2387;-0,0701;0,1779;0,1670;-0,0012;-0,0049;0,0000;987,7852;-24,3000;40,9200;-14,2200;
19:08:13:037;0,0303;-0,9569;0,2387;-0,0701;0,1779;0,1670;-0,0012;-0,0049;0,0000;987,7852;-24,3000;40,9200;-14,2200;
19:08:13:038;0,0303;-0,9569;0,2387;-0,0701;0,1779;0,1670;-0,0116;0,0043;-0,0012;987,7852;-24,3000;40,9200;-14,2200;
19:08:13:048;0,0303;-0,9569;0,2387;-0,0701;0,1779;0,1670;-0,0086;0,0006;0,0006;987,7852;-24,3000;40,9200;-14,2200;
19:08:13:058;0,0303;-0,9569;0,2387;-0,0701;0,1779;0,1670;0,0037;-0,0031;0,0043;987,7852;-24,3000;40,9200;-14,2200;
19:08:13:068;0,0303;-0,9569;0,2387;-0,0701;0,1779;0,1670;0,0079;-0,0037;-0,0031;987,7852;-24,3000;40,9200;-14,2200;
19:08:13:078;0,0303;-0,9569;0,2387;-0,0701;0,1779;0,1670;-0,0110;0,0049;0,0006;987,7852;-24,3000;40,9200;-14,2200;
19:08:13:088;0,0303;-0,9569;0,2387;-0,0701;0,1779;0,1670;-0,0116;0,0079;0,0006;987,7852;-24,3000;40,9200;-14,2200;
19:08:13:098;0,0303;-0,9569;0,2387;-0,0701;0,1779;0,1670;0,0061;0,0018;0,0006;987,7852;-24,3000;40,9200;-14,2200;
19:08:13:109;0,0303;-0,9569;0,2387;-0,0701;0,1779;0,1670;0,0043;-0,0079;-0,0024;987,7852;-24,3000;40,9200;-14,2200;
19:08:13:119;0,0303;-0,9569;0,2387;-0,0701;0,1779;0,1670;0,0006;-0,0012;0,0006;987,7852;-24,3000;40,9200;-14,2200;
19:08:13:130;0,0303;-0,9569;0,2387;-0,0701;0,1779;0,1670;-0,0061;-0,0012;0,0024;987,7852;-24,3000;40,9200;-14,2200;
19:08:13:140;0,0303;-0,9569;0,2387;-0,0701;0,1779;0,1670;0,0055;0,0049;-0,0012;987,7852;-24,3000;40,9200;-14,2200;
19:08:13:150;0,0303;-0,9569;0,2387;-0,0701;0,1779;0,1670;-0,0073;-0,0024;0,0037;987,7852;-24,3000;40,9200;-14,2200;
19:08:13:160;0,0303;-0,9569;0,2387;-0,0701;0,1779;0,1670;0,0018;-0,0067;-0,0055;987,7852;-24,3000;40,9200;-14,2200;
19:08:13:170;0,0303;-0,9569;0,2387;-0,0701;0,1779;0,1670;-0,0018;0,0000;-0,0018;987,7852;-24,3000;40,9200;-14,2200;
19:08:13:180;0,0303;-0,9569;0,2387;-0,0701;0,1779;0,1670;-0,0067;-0,0031;-0,0031;987,7852;-24,3000;40,9200;-14,2200;
19:08:13:190;0,0303;-0,9569;0,2387;-0,0701;0,1779;0,1670;0,0000;-0,0061;0,0012;987,7852;-24,3000;40,9200;-14,2200;
19:08:13:200;0,0303;-0,9569;0,2387;-0,0701;0,1779;0,1670;0,0128;-0,0043;-0,0037;987,7852;-24,3000;40,9200;-14,2200;
19:08:13:211;0,0303;-0,9569;0,2387;-0,0701;0,1779;0,1670;0,0128;-0,0043;-0,0037;987,7852;-24,3000;40,9800;-14,2800;
19:08:13:213;0,0303;-0,9569;0,2387;-0,0701;0,1779;0,1670;0,0128;-0,0043;-0,0037;987,7886;-24,3000;40,9800;-14,2800;
19:08:13:214;0,0303;-0,9569;0,2387;-0,0701;0,1779;0,1670;-0,0104;-0,0073;-0,0006;987,7886;-24,3000;40,9800;-14,2800;
19:08:13:216;0,0305;-0,9704;0,2245;-0,0701;0,1779;0,1670;-0,0104;-0,0073;-0,0006;987,7886;-24,3000;40,9800;-14,2800;
19:08:13:217;0,0305;-0,9704;0,2245;-0,0525;0,0432;0,0123;-0,0104;-0,0073;-0,0006;987,7886;-24,3000;40,9800;-14,2800;
19:08:13:219;0,0305;-0,9704;0,2245;-0,0525;0,0432;0,0123;-0,0104;-0,0073;-0,0006;987,7886;-24,3000;40,9800;-14,2800;
19:08:13:221;0,0305;-0,9704;0,2245;-0,0525;0,0432;0,0123;-0,0037;-0,0006;-0,0031;987,7886;-24,3000;40,9800;-14,2800;
19:08:13:230;0,0305;-0,9704;0,2245;-0,0525;0,0432;0,0123;-0,0037;0,0000;-0,0086;987,7886;-24,3000;40,9800;-14,2800;
19:08:13:240;0,0305;-0,9704;0,2245;-0,0525;0,0432;0,0123;0,0018;-0,0055;-0,0024;987,7886;-24,3000;40,9800;-14,2800;
19:08:13:250;0,0305;-0,9704;0,2245;-0,0525;0,0432;0,0123;-0,0079;-0,0024;-0,0037;987,7886;-24,3000;40,9800;-14,2800;
19:08:13:260;0,0305;-0,9704;0,2245;-0,0525;0,0432;0,0123;0,0043;0,0006;-0,0061;987,7886;-24,3000;40,9800;-14,2800;
19:08:13:270;0,0305;-0,9704;0,2245;-0,0525;0,0432;0,0123;0,0037;-0,0024;-0,0055;987,7886;-24,3000;40,9800;-14,2800;
19:08:13:280;0,0305;-0,9704;0,2245;-0,0525;0,0432;0,0123;-0,0061;-0,0067;-0,0018;987,7886;-24,3000;40,9800;-14,2800;
19:08:13:290;0,0305;-0,9704;0,2245;-0,0525;0,0432;0,0123;0,0049;-0,0043;-0,0031;987,7886;-24,3000;40,9800;-14,2800;
19:08:13:299;0,0305;-0,9704;0,2245;-0,0525;0,0432;0,0123;-0,0037;0,0031;-0,0031;987,7886;-24,3000;40,9800;-14,2800;
19:08:13:310;0,0305;-0,9704;0,2245;-0,0525;0,0432;0,0123;0,0086;0,0012;-0,0079;987,7886;-24,3000;40,9800;-14,2800;
19:08:13:320;0,0305;-0,9704;0,2245;-0,0525;0,0432;0,0123;0,0086;-0,0031;-0,0073;987,7886;-24,3000;40,9800;-14,2800;
19:08:13:330;0,0305;-0,9704;0,2245;-0,0525;0,0432;0,0123;-0,0104;-0,0098;-0,0043;987,7886;-24,3000;40,9800;-14,2800;
19:08:13:340;0,0305;-0,9704;0,2245;-0,0525;0,0432;0,0123;0,0012;-0,0055;-0,0055;987,7886;-24,3000;40,9800;-14,2800;
19:08:13:350;0,0305;-0,9704;0,2245;-0,0525;0,0432;0,0123;-0,0043;0,0043;-0,0049;987,7886;-24,3000;40,9800;-14,2800;
19:08:13:359;0,0305;-0,9704;0,2245;-0,0525;0,0432;0,0123;-0,0031;0,0000;-0,0037;987,7886;-24,3000;40,9800;-14,2800;
19:08:13:369;0,0305;-0,9704;0,2245;-0,0525;0,0432;0,0123;-0,0018;0,0024;-0,0079;987,7886;-24,3000;40,9800;-14,2800;
19:08:13:379;0,0305;-0,9704;0,2245;-0,0525;0,0432;0,0123;-0,0220;-0,0018;-0,0024;987,7886;-24,3000;40,9800;-14,2800;
19:08:13:392;0,0305;-0,9704;0,2245;-0,0525;0,0432;0,0123;-0,0220;-0,0018;-0,0024;987,7886;-23,9400;41,0400;-14,2200;
19:08:13:393;0,0305;-0,9704;0,2245;-0,0525;0,0432;0,0123;-0,0220;-0,0018;-0,0024;987,7944;-23,9400;41,0400;-14,2200;
19:08:13:394;0,0305;-0,9704;0,2245;-0,0525;0,0432;0,0123;0,0073;0,0006;-0,0067;987,7944;-23,9400;41,0400;-14,2200;
19:08:13:395;0,0254;-0,9499;0,2013;-0,0525;0,0432;0,0123;0,0073;0,0006;-0,0067;987,7944;-23,9400;41,0400;-14,2200;
19:08:13:397;0,0254;-0,9499;0,2013;-0,0767;0,2530;-0,1810;0,0073;0,0006;-0,0067;987,7944;-23,9400;41,0400;-14,2200;
19:08:13:398;0,0254;-0,9499;0,2013;-0,0767;0,2530;-0,1810;0,0073;0,0006;-0,0067;987,7944;-23,9400;41,0400;-14,2200;
19:08:13:401;0,0254;-0,9499;0,2013;-0,0767;0,2530;-0,1810;-0,0024;-0,0031;-0,0055;987,7944;-23,9400;41,0400;-14,2200;
19:08:13:411;0,0254;-0,9499;0,2013;-0,0767;0,2530;-0,1810;0,0012;-0,0031;-0,0043;987,7944;-23,9400;41,0400;-14,2200;
19:08:13:421;0,0254;-0,9499;0,2013;-0,0767;0,2530;-0,1810;-0,0067;-0,0086;-0,0049;987,7944;-23,9400;41,0400;-14,2200;
19:08:13:431;0,0254;-0,9499;0,2013;-0,0767;0,2530;-0,1810;-0,0067;0,0031;-0,0067;987,7944;-23,9400;41,0400;-14,2200;
19:08:13:441;0,0254;-0,9499;0,2013;-0,0767;0,2530;-0,1810;-0,0018;-0,0006;-0,0049;987,7944;-23,9400;41,0400;-14,2200;
19:08:13:451;0,0254;-0,9499;0,2013;-0,0767;0,2530;-0,1810;0,0024;-0,0061;-0,0037;987,7944;-23,9400;41,0400;-14,2200;
19:08:13:461;0,0254;-0,9499;0,2013;-0,0767;0,2530;-0,1810;0,0012;-0,0073;-0,0037;987,7944;-23,9400;41,0400;-14,2200;
19:08:13:471;0,0254;-0,9499;0,2013;-0,0767;0,2530;-0,1810;-0,0037;-0,0012;-0,0024;987,7944;-23,9400;41,0400;-14,2200;
19:08:13:481;0,0254;-0,9499;0,2013;-0,0767;0,2530;-0,1810;0,0000;0,0018;-0,0006;987,7944;-23,9400;41,0400;-14,2200;
19:08:13:491;0,0254;-0,9499;0,2013;-0,0767;0,2530;-0,1810;0,0116;-0,0073;-0,0043;987,7944;-23,9400;41,0400;-14,2200;
19:08:13:501;0,0254;-0,9499;0,2013;-0,0767;0,2530;-0,1810;0,0140;-0,0079;-0,0018;987,7944;-23,9400;41,0400;-14,2200;
19:08:13:511;0,0254;-0,9499;0,2013;-0,0767;0,2530;-0,1810;-0,0006;-0,0067;-0,0018;987,7944;-23,9400;41,0400;-14,2200;
19:08:13:521;0,0254;-0,9499;0,2013;-0,0767;0,2530;-0,1810;0,0073;0,0067;-0,0073;987,7944;-23,9400;41,0400;-14,2200;
19:08:13:531;0,0254;-0,9499;0,2013;-0,0767;0,2530;-0,1810;-0,0104;-0,0079;-0,0012;987,7944;-23,9400;41,0400;-14,2200;
19:08:13:541;0,0254;-0,9499;0,2013;-0,0767;0,2530;-0,1810;0,0024;-0,0018;-0,0018;987,7944;-23,9400;41,0400;-14,2200;
19:08:13:551;0,0254;-0,9499;0,2013;-0,0767;0,2530;-0,1810;-0,0061;-0,0037;-0,0012;987,7944;-23,9400;41,0400;-14,2200;
19:08:13:561;0,0254;-0,9499;0,2013;-0,0767;0,2530;-0,1810;-0,0098;-0,0031;0,0024;987,7944;-23,9400;41,0400;-14,2200;
19:08:13:573;0,0254;-0,9499;0,2013;-0,0767;0,2530;-0,1810;-0,0098;-0,0031;0,0024;987,7944;-24,0000;41,4600;-14,2200;
19:08:13:574;0,0254;-0,9499;0,2013;-0,0767;0,2530;-0,1810;-0,0098;-0,0031;0,0024;987,8049;-24,0000;41,4600;-14,2200;
19:08:13:576;0,0254;-0,9499;0,2013;-0,0767;0,2530;-0,1810;0,0000;0,0037;-0,0006;987,8049;-24,0000;41,4600;-14,2200;
19:08:13:577;0,0342;-0,9533;0,2055;-0,0767;0,2530;-0,1810;0,0000;0,0037;-0,0006;987,8049;-24,0000;41,4600;-14,2200;
19:08:13:578;0,0342;-0,9533;0,2055;0,0092;0,2245;-0,1177;0,0000;0,0037;-0,0006;987,8049;-24,0000;41,4600;-14,2200;
19:08:13:580;0,0342;-0,9533;0,2055;0,0092;0,2245;-0,1177;0,0000;0,0037;-0,0006;987,8049;-24,0000;41,4600;-14,2200;
